"Proteins Unique Sequence ID"	"Accession"	"Abundances Normalized F7 Sample"	"Abundances Normalized F8 Sample"	"Found in Sample F7 Sample"	"Found in Sample F8 Sample"	"Abundance Ratio F7  F8"	"Abundance Ratio log2 F7  F8"	"Abundances Grouped F7"	"Abundances Grouped F8"
"5833919252806471004"	"RSAN_048071.P53578"	"424407.9842219835"	" 369627.8111979167"	"High"	" Peak Found"	"1.122"	"0.17"	"424407.9842219835"	" 369627.8111979167"
"5919895689403209201"	"RSAN_039782.P42793"	"45377.864116700395"	" 54222.185546875"	"Peak Found"	" High"	"0.833"	"-0.26"	"45377.864116700395"	" 54222.185546875"
"5923565260038127206"	"RSAN_044707.P49156"	"1950699.638723538"	" 2396706.1927083335"	"High"	" High"	"1.021"	"0.03"	"1950699.638723538"	" 2396706.1927083335"
"5957038418348707047"	"RSAN_035111.P36627"	"94032.33150929515"	" 88025.38932291667"	"High"	" High"	"1.237"	"0.31"	"94032.33150929515"	" 88025.38932291667"
"5966605329502245695"	"P10599"	"183990.3962358627"	" 35491.96484375"	"High"	" Peak Found"	"7.435"	"2.89"	"183990.3962358627"	" 35491.96484375"
"6024144811288515690"	"RSAN_040343.P43467"	"124605.6501769722"	" 144764.72005208334"	"High"	" High"	"0.941"	"-0.09"	"124605.6501769722"	" 144764.72005208334"
"6054628324412001077"	"RSAN_057843.P66481"	"37212.41368595868"	" 43814.936197916664"	"Peak Found"	" High"	"1.050"	"0.07"	"37212.41368595868"	" 43814.936197916664"
"6074720641919443826"	"RSAN_034643.P36049"	"67571.40894525914"	" 79165.0625"	"High"	" High"	"0.848"	"-0.24"	"67571.40894525914"	" 79165.0625"
"6087150210129874746"	"RSAN_031761.P32235"	"49305.969475106336"	" 53686.8515625"	"High"	" Peak Found"	"0.758"	"-0.40"	"49305.969475106336"	" 53686.8515625"
"6103278439021446344"	"RSAN_054112.P61518"	"161146.1064262368"	" 186188.82942708334"	"High"	" High"	"0.875"	"-0.19"	"161146.1064262368"	" 186188.82942708334"
"6133402052878319018"	"RSAN_038952.P41782"	"88654.92586848076"	" 63572.05078125"	"Peak Found"	" High"	"1.003"	"0.00"	"88654.92586848076"	" 63572.05078125"
"6138896215282995169"	"RSAN_026677.P67875"	"340094.97338262893"	" 92008.80338541667"	"High"	" High"	"1.146"	"0.20"	"340094.97338262893"	" 92008.80338541667"
"6186884303392028820"	"RSAN_032363.P33105"	"310432.1141805889"	" 441907.0963541667"	"Peak Found"	" High"	"0.872"	"-0.20"	"310432.1141805889"	" 441907.0963541667"
"6198528408996816338"	"RSAN_032638.P33442"	"295468.6411278466"	" 223970.27799479166"	"High"	" High"	"1.041"	"0.06"	"295468.6411278466"	" 223970.27799479166"
"6254112890087102163"	"RSAN_048922.P54706"	"184821.2336231341"	" 162468.53385416666"	"High"	" High"	"1.095"	"0.13"	"184821.2336231341"	" 162468.53385416666"
"6254617992341006412"	"RSAN_038959.P41792"	"55250.21944726101"	" 69110.46484375"	"High"	" High"	"0.944"	"-0.08"	"55250.21944726101"	" 69110.46484375"
"6276861549777554083"	"RSAN_040742.P43935"	"75991.3645941777"	" 78065.74153645833"	"High"	" High"	"1.032"	"0.05"	"75991.3645941777"	" 78065.74153645833"
"6298681853472823980"	"RSAN_035111.P36628"	"94032.33150929515"	" 88025.38932291667"	"High"	" High"	"1.237"	"0.31"	"94032.33150929515"	" 88025.38932291667"
"6309343860277801656"	"RSAN_027245.P68335"	"1557416.4926392215"	" 701017.8548177084"	"High"	" High"	"1.003"	"0.00"	"1557416.4926392215"	" 701017.8548177084"
"6355685030360319085"	"RSAN_050585.P56899"	"2815601.074899218"	" 358176.2373046875"	"High"	" Peak Found"	"7.861"	"2.97"	"2815601.074899218"	" 358176.2373046875"
"6443160808767629306"	"RSAN_047211.P52426"	"2188608.9622669895"	" 1822378.9720052083"	"High"	" High"	"0.928"	"-0.11"	"2188608.9622669895"	" 1822378.9720052083"
"6532076519792535318"	"RSAN_031761.P32231"	"42136.91317086665"	" 68096.16927083333"	"High"	" High"	"0.758"	"-0.40"	"42136.91317086665"	" 68096.16927083333"
"6542651027357798598"	"RSAN_039339.P42245"	"2283516.4704668373"	" 4161789.2578125"	"High"	" High"	"0.792"	"-0.34"	"2283516.4704668373"	" 4161789.2578125"
"6583051315897646406"	"RSAN_035515.P37190"	"15394606.566028962"	" 2977326"	"High"	" High"	"5.174"	"2.37"	"15394606.566028962"	" 2977326"
"6598980205633029485"	"RSAN_049466.P55470"	"8314355.660718878"	" 3351830.015625"	"High"	" High"	"0.954"	"-0.07"	"8314355.660718878"	" 3351830.015625"
"6612278477582511915"	"RSAN_032023.P32619"	"44000.030904099985"	" 59557.576171875"	"Peak Found"	" High"	"0.792"	"-0.34"	"44000.030904099985"	" 59557.576171875"
"6630625942432679423"	"RSAN_026372.P26004"	"91985.16664535704"	" 86794.703125"	"High"	" High"	"1.042"	"0.06"	"91985.16664535704"	" 86794.703125"
"6646570276125024712"	"RSAN_048234.P53778"	"437445.16120079276"	" 531588.3515625"	"High"	" High"	"0.753"	"-0.41"	"437445.16120079276"	" 531588.3515625"
"6647558970786478680"	"RSAN_028220.P27763"	"397429.06860439247"	" 546631.8125"	"Peak Found"	" High"	"0.727"	"-0.46"	"397429.06860439247"	" 546631.8125"
"6649058449321651752"	"RSAN_045759.P50512"	"223359.5517262191"	" 209863.177734375"	"Peak Found"	" High"	"1.196"	"0.26"	"223359.5517262191"	" 209863.177734375"
"6698487622105606547"	"RSAN_057477.P66031"	"133376.03779072652"	" 199484.6171875"	"High"	" High"	"0.669"	"-0.58"	"133376.03779072652"	" 199484.6171875"
"6700846712965257227"	"RSAN_054615.P62236"	"73397.75337480917"	" 59940.32421875"	"High"	" Peak Found"	"1.386"	"0.47"	"73397.75337480917"	" 59940.32421875"
"6705939996965112410"	"RSAN_031761.P32236"	"49305.969475106336"	" 53686.8515625"	"High"	" Peak Found"	"0.758"	"-0.40"	"49305.969475106336"	" 53686.8515625"
"6706310569524574250"	"RSAN_034742.P36173"	"2092220.3550378114"	" 2199547.3880208335"	"Peak Found"	" High"	"1.032"	"0.05"	"2092220.3550378114"	" 2199547.3880208335"
"6754766926803812561"	"RSAN_038338.P40969"	"313131.03057664755"	" 218112.00455729166"	"High"	" High"	"1.463"	"0.55"	"313131.03057664755"	" 218112.00455729166"
"6768719441106511791"	"RSAN_055852.P63890"	"82425.33228790859"	" 74035.8828125"	"High"	" High"	"1.134"	"0.18"	"82425.33228790859"	" 74035.8828125"
"6813295651795316723"	"RSAN_054158.P61574"	"275859.2512875777"	" 305757.1080729167"	"Peak Found"	" High"	"0.842"	"-0.25"	"275859.2512875777"	" 305757.1080729167"
"6838661731344207501"	"RSAN_048071.P53556"	"397131.5029376543"	" 381587.9205729167"	"High"	" High"	"1.103"	"0.14"	"397131.5029376543"	" 381587.9205729167"
"6879967677267398905"	"RSAN_042201.P45902"	"2014176.113037776"	" 2716278.62890625"	"High"	" High"	"0.935"	"-0.10"	"2014176.113037776"	" 2716278.62890625"
"6885965094663198149"	"RSAN_031839.P32332"	""	" "	"n/a"	" High"	""	""	""	" "
"6894323950119894566"	"RSAN_030475.P30629"	"4938044.513087516"	" 7183269.341145833"	"High"	" High"	"0.900"	"-0.15"	"4938044.513087516"	" 7183269.341145833"
"6927056405420135842"	"RSAN_044707.P49157"	"1950699.638723538"	" 2396706.1927083335"	"High"	" High"	"1.021"	"0.03"	"1950699.638723538"	" 2396706.1927083335"
"6979205857476979901"	"RSAN_054253.P61704"	"1907250.8510957093"	" 1954199.0807291667"	"High"	" High"	"1.100"	"0.14"	"1907250.8510957093"	" 1954199.0807291667"
"6996217994094263475"	"RSAN_052273.P59127"	"8859517.987659767"	" 1700629.5"	"Peak Found"	" High"	"5.210"	"2.38"	"8859517.987659767"	" 1700629.5"
"7015163909871486410"	"RSAN_053858.P61211"	"52377.8650658504"	" 59831.946614583336"	"Peak Found"	" High"	"0.857"	"-0.22"	"52377.8650658504"	" 59831.946614583336"
"7039556634992720143"	"RSAN_050462.P56741"	"234697.78479740454"	" 279363.3072916667"	"High"	" High"	"0.923"	"-0.12"	"234697.78479740454"	" 279363.3072916667"
"7073206227322305830"	"RSAN_048277.P53832"	"26918.613970626113"	" 50093.422526041664"	"Peak Found"	" High"	"0.980"	"-0.03"	"26918.613970626113"	" 50093.422526041664"
"7083686466436601232"	"RSAN_035882.P37742"	"850075.7307867367"	" 326824.9869791667"	"High"	" High"	"0.836"	"-0.26"	"850075.7307867367"	" 326824.9869791667"
"7095180727135478472"	"RSAN_031399.P31736"	"149615.17523411047"	" 162676.318359375"	"Medium"	" High"	"0.789"	"-0.34"	"149615.17523411047"	" 162676.318359375"
"7172408560285304104"	"RSAN_038125.P40710"	"164221.58378270952"	" 166076.18684895834"	"High"	" High"	"0.952"	"-0.07"	"164221.58378270952"	" 166076.18684895834"
"7266997476088863731"	"RSAN_039906.P42948"	"73383.99134200264"	" 76322.05078125"	"High"	" High"	"1.066"	"0.09"	"73383.99134200264"	" 76322.05078125"
"7288517131369728915"	"RSAN_025906.P68405"	"555332.3495658049"	" 458959.6705729167"	"High"	" High"	"1.065"	"0.09"	"555332.3495658049"	" 458959.6705729167"
"7297755417362701261"	"RSAN_031295.P31613"	"1018985.4676006861"	" 1276587.625"	"High"	" High"	"0.810"	"-0.30"	"1018985.4676006861"	" 1276587.625"
"7298726833914671122"	"RSAN_037860.P40347"	"4327974.028624696"	" 3441048.6803385415"	"High"	" High"	"0.895"	"-0.16"	"4327974.028624696"	" 3441048.6803385415"
"7300760258841186950"	"RSAN_040849.P44142"	"333340.09776285506"	" 426595.4895833333"	"High"	" High"	"0.913"	"-0.13"	"333340.09776285506"	" 426595.4895833333"
"7306785823232513839"	"RSAN_048071.P53554"	"397131.5029376543"	" 381587.9205729167"	"High"	" High"	"1.103"	"0.14"	"397131.5029376543"	" 381587.9205729167"
"7390917761783849724"	"RSAN_034132.P35375"	"1109805.1881682472"	" 751909.3697916666"	"High"	" High"	"0.951"	"-0.07"	"1109805.1881682472"	" 751909.3697916666"
"7393317139159650469"	"RSAN_057106.P65563"	"174426.1481277329"	" 10961.5908203125"	"High"	" Peak Found"	"15.912"	"3.99"	"174426.1481277329"	" 10961.5908203125"
"7415918110943231921"	"RSAN_034742.P36178"	"2092220.3550378114"	" 2199547.3880208335"	"Peak Found"	" High"	"1.032"	"0.05"	"2092220.3550378114"	" 2199547.3880208335"
"7471592980340276353"	"RSAN_028864.P28551"	"301971.17439856677"	" 214629.21875"	"High"	" High"	"1.407"	"0.49"	"301971.17439856677"	" 214629.21875"
"7490398322508312833"	"RSAN_039077.P41936"	"914253.8830241067"	" 964763.38671875"	"High"	" High"	"0.985"	"-0.02"	"914253.8830241067"	" 964763.38671875"
"7492761455150602605"	"RSAN_046630.P51674"	"424146.8664010177"	" 101963.796875"	"High"	" Peak Found"	"4.160"	"2.06"	"424146.8664010177"	" 101963.796875"
"7663176443714612403"	"RSAN_033282.P34291"	"2503392.8386580474"	" 3685545.375"	"High"	" High"	"0.679"	"-0.56"	"2503392.8386580474"	" 3685545.375"
"7702269670231386355"	"RSAN_036287.P38256"	"135773.84176478966"	" 145228.541015625"	"High"	" High"	"0.917"	"-0.12"	"135773.84176478966"	" 145228.541015625"
"7708255436032042005"	"RSAN_048922.P54708"	"184821.2336231341"	" 162468.53385416666"	"High"	" High"	"1.095"	"0.13"	"184821.2336231341"	" 162468.53385416666"
"7722431650551630354"	"RSAN_031761.P32225"	"49305.969475106336"	" 53686.8515625"	"High"	" Peak Found"	"0.758"	"-0.40"	"49305.969475106336"	" 53686.8515625"
"7741804951157610902"	"RSAN_033181.P34166"	"275735.2315551452"	" 242799.83333333334"	"High"	" High"	"0.931"	"-0.10"	"275735.2315551452"	" 242799.83333333334"
"7776029180242219453"	"RSAN_038222.P40826"	"124656.61569822574"	" 203070.89453125"	"Peak Found"	" High"	"0.893"	"-0.16"	"124656.61569822574"	" 203070.89453125"
"7792001433343404283"	"RSAN_032686.P33505"	"61180.50850768124"	" 49882.240234375"	"High"	" Peak Found"	"1.236"	"0.31"	"61180.50850768124"	" 49882.240234375"
"7799586365857382495"	"RSAN_057763.P66374"	"47629.13224890033"	" 46226.1640625"	"Peak Found"	" High"	"1.030"	"0.04"	"47629.13224890033"	" 46226.1640625"
"7846888000875944575"	"RSAN_031362.P31692"	"70833.57672302872"	" 91339.3828125"	"Peak Found"	" High"	"0.775"	"-0.37"	"70833.57672302872"	" 91339.3828125"
"7847827788579887776"	"RSAN_039540.P42486"	"55291.50068311514"	" 89918.828125"	"Peak Found"	" High"	"0.615"	"-0.70"	"55291.50068311514"	" 89918.828125"
"7860873767649742845"	"RSAN_048071.P53559"	"397131.5029376543"	" 381587.9205729167"	"Peak Found"	" High"	"1.084"	"0.12"	"397131.5029376543"	" 381587.9205729167"
"7891530434141645517"	"RSAN_032686.P33506"	"61180.50850768124"	" 49882.240234375"	"High"	" Peak Found"	"1.236"	"0.31"	"61180.50850768124"	" 49882.240234375"
"7905504428829613805"	"RSAN_045100.P49662"	"4400656.909018702"	" 5715745.014322917"	"High"	" High"	"0.923"	"-0.12"	"4400656.909018702"	" 5715745.014322917"
"7913414944526144866"	"RSAN_033159.P34135"	"33307.581781556095"	" 53809.1474609375"	"Peak Found"	" High"	"0.680"	"-0.56"	"33307.581781556095"	" 53809.1474609375"
"7914716186555503163"	"RSAN_026042.P67423"	"64921.82813850702"	" 63817.279296875"	"Peak Found"	" High"	"1.073"	"0.10"	"64921.82813850702"	" 63817.279296875"
"7922932824892774197"	"RSAN_031761.P32239"	"49305.969475106336"	" 53686.8515625"	"High"	" Peak Found"	"0.758"	"-0.40"	"49305.969475106336"	" 53686.8515625"
"7944531352416758804"	"RSAN_044192.P48449"	"1432188.062581484"	" 864111.3125"	"High"	" High"	"1.167"	"0.22"	"1432188.062581484"	" 864111.3125"
"7989790464056543145"	"P35527"	"68764998.94517452"	" 12074673.520833334"	"High"	" High"	"5.837"	"2.55"	"68764998.94517452"	" 12074673.520833334"
"7994538508995147261"	"RSAN_043602.P47701"	"338056.09773405554"	" 449293.4322916667"	"High"	" High"	"0.915"	"-0.13"	"338056.09773405554"	" 449293.4322916667"
"8024004771205407427"	"RSAN_034742.P36170"	"2092220.3550378114"	" 2199547.3880208335"	"Peak Found"	" High"	"1.032"	"0.05"	"2092220.3550378114"	" 2199547.3880208335"
"8079518611379641749"	"RSAN_035875.P37734"	"39618.98535182928"	" 65132.467447916664"	"Peak Found"	" High"	"0.664"	"-0.59"	"39618.98535182928"	" 65132.467447916664"
"8095137940434803721"	"RSAN_040751.P43950"	"1695616.9442159466"	" 791895.2604166666"	"High"	" High"	"1.012"	"0.02"	"1695616.9442159466"	" 791895.2604166666"
"8107755175895804517"	"RSAN_050657.P57000"	"157541.94858355206"	" 153292.513671875"	"Peak Found"	" High"	"1.091"	"0.13"	"157541.94858355206"	" 153292.513671875"
"8164950191091197698"	"RSAN_048071.P53553"	"397131.5029376543"	" 381587.9205729167"	"High"	" High"	"1.103"	"0.14"	"397131.5029376543"	" 381587.9205729167"
"8185144645027175474"	"RSAN_040742.P43936"	"75991.3645941777"	" 78065.74153645833"	"High"	" High"	"1.032"	"0.05"	"75991.3645941777"	" 78065.74153645833"
"8211854637058038226"	"RSAN_027490.P26772"	"528250.3251923489"	" 767805.59375"	"High"	" High"	"0.983"	"-0.02"	"528250.3251923489"	" 767805.59375"
"8259359524322412340"	"RSAN_048922.P54690"	"184821.2336231341"	" 162468.53385416666"	"High"	" Peak Found"	"1.095"	"0.13"	"184821.2336231341"	" 162468.53385416666"
"8321429417116917544"	"P07339"	"345896.2921327068"	" 213640.857421875"	"High"	" High"	"1.670"	"0.74"	"345896.2921327068"	" 213640.857421875"
"8364348392468163032"	"P04040"	"99715.26478155602"	" 12111.635416666666"	"High"	" Peak Found"	"2.811"	"1.49"	"99715.26478155602"	" 12111.635416666666"
"8369428994654894822"	"RSAN_054504.P62063"	"5061527.951228841"	" 4087632.009765625"	"High"	" High"	"1.232"	"0.30"	"5061527.951228841"	" 4087632.009765625"
"8384093499027640400"	"RSAN_046749.P51839"	"715657.5606061401"	" 759371.9908854166"	"High"	" High"	"1.045"	"0.06"	"715657.5606061401"	" 759371.9908854166"
"8416682569334595037"	"RSAN_031753.P32210"	"228984.13858909233"	" 94778.84375"	"High"	" High"	"1.267"	"0.34"	"228984.13858909233"	" 94778.84375"
"8456652078476684845"	"RSAN_028522.P28129"	"467384.5185183951"	" 455848.40625"	"High"	" High"	"1.037"	"0.05"	"467384.5185183951"	" 455848.40625"
"8507152288642739619"	"P02668"	"1850433.2896716017"	" 2213632.984375"	"High"	" High"	"1.011"	"0.02"	"1850433.2896716017"	" 2213632.984375"
"8521829474774236743"	"RSAN_054124.P61532"	"2748332.40150031"	" 2936674.9908854165"	"High"	" High"	"1.067"	"0.09"	"2748332.40150031"	" 2936674.9908854165"
"8543171335420808627"	"RSAN_030807.P31046"	"1341698.216510701"	" 1643358.4934895833"	"High"	" High"	"0.944"	"-0.08"	"1341698.216510701"	" 1643358.4934895833"
"8577124672362022841"	"RSAN_031761.P32228"	"49305.969475106336"	" 53686.8515625"	"High"	" Peak Found"	"0.758"	"-0.40"	"49305.969475106336"	" 53686.8515625"
"8624707009463824749"	"RSAN_035619.P37329"	"236928.36514479233"	" 264245.90234375"	"High"	" High"	"0.976"	"-0.03"	"236928.36514479233"	" 264245.90234375"
"8629044509335449381"	"RSAN_032023.P32632"	"44000.030904099985"	" 59557.576171875"	"Peak Found"	" High"	"0.792"	"-0.34"	"44000.030904099985"	" 59557.576171875"
"8689231995954515601"	"RSAN_053695.P61018"	"51098.67434272654"	" 67703.48958333333"	"Peak Found"	" High"	"0.886"	"-0.17"	"51098.67434272654"	" 67703.48958333333"
"8745103929936719904"	"RSAN_048277.P53833"	"26918.613970626113"	" 50093.422526041664"	"Peak Found"	" High"	"0.980"	"-0.03"	"26918.613970626113"	" 50093.422526041664"
"8746529750797362030"	"RSAN_032023.P32621"	"44000.030904099985"	" 59557.576171875"	"Peak Found"	" High"	"0.792"	"-0.34"	"44000.030904099985"	" 59557.576171875"
"8807370314264354954"	"RSAN_049473.P55480"	"949910.5086750435"	" 662802.900390625"	"High"	" High"	"1.451"	"0.54"	"949910.5086750435"	" 662802.900390625"
"8825388012475721916"	"RSAN_054087.P61490"	"320610.63705621246"	" 339280.44921875"	"High"	" High"	"0.942"	"-0.09"	"320610.63705621246"	" 339280.44921875"
"8838461073603102165"	"RSAN_042972.P46888"	"358023.0091596223"	" 936303.375"	"Peak Found"	" High"	"0.382"	"-1.39"	"358023.0091596223"	" 936303.375"
"8874515679987589970"	"RSAN_034774.P36217"	"126102.63861150424"	" 136731.02278645834"	"High"	" High"	"0.957"	"-0.06"	"126102.63861150424"	" 136731.02278645834"
"8910988880400381388"	"RSAN_041442.P44909"	"105924.7297723456"	" 132922.859375"	"Peak Found"	" High"	"0.797"	"-0.33"	"105924.7297723456"	" 132922.859375"
"8973368619346018419"	"RSAN_026040.P67420"	"177801.50184205733"	" 153004.673828125"	"High"	" High"	"1.202"	"0.27"	"177801.50184205733"	" 153004.673828125"
"8976342150699194692"	"RSAN_035111.P36626"	"94032.33150929515"	" 88025.38932291667"	"High"	" High"	"1.237"	"0.31"	"94032.33150929515"	" 88025.38932291667"
"9030294783603476732"	"RSAN_029509.P29401"	"67784.35284381053"	" 83205.80859375"	"Peak Found"	" High"	"0.782"	"-0.35"	"67784.35284381053"	" 83205.80859375"
"9136224199424796275"	"RSAN_038662.P41421"	"1052707.5283851002"	" 1059374.8880208333"	"High"	" High"	"0.965"	"-0.05"	"1052707.5283851002"	" 1059374.8880208333"
"9176495953735742948"	"RSAN_032023.P32622"	"44000.030904099985"	" 59557.576171875"	"Peak Found"	" High"	"0.792"	"-0.34"	"44000.030904099985"	" 59557.576171875"
"9200398804111454062"	"RSAN_043047.P46989"	"180498.94050446816"	" 197174.890625"	"High"	" High"	"1.023"	"0.03"	"180498.94050446816"	" 197174.890625"
